,locations,text
1112,"Stockholm, Sverige","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1113,Ass Cheek Valley,@AsterAndIvy I’m READY for Tsunami! And I’m so proud of you guys!! And I love you guys!! You deserve so many mini cupcakes and hugs!!!!!!!
1114,"Rome,Italy","RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
1115,In ur *HEARTS*,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1116,e-burg wa,RT @jcderrick1: I love how @PaulDButlerTWE so often highlights fascinating parts of history that I didn't know about before. History Book i…
1117,Ecuador,"RT @ReAl_Malick: 💚Dear Friends💚

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me
🙋‍♂️MY follow back💯

💚Comment IF…"
1118,"lost somewhere, probably ","y’all should really follow my example and pre-save Tsunami by @AsterAndIvy 
 i didn’t listen to it yet but i promis… https://t.co/kT3YL6R3xG"
1119,"Berlin, Germany",RT @ccardno: In case you missed it: PREPARING FOR INUNDATION | ASCE https://t.co/D6TXV7mlxC #tsunami #design #naturaldisaster #preparation…
1120,the wonder years,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1121,the wonder years,true aF
1122,the wonder years,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1123,"Jacksonville Beach, FL",RT @ChoopieJrNews: @AsterAndIvy I’m READY for Tsunami! And I’m so proud of you guys!! And I love you guys!! You deserve so many mini cupcak…
1124,"West Virginia, USA",@WhiteHouse I would give anything for a close family member of mine to do a national interview on when he was makin… https://t.co/WrMjeUDWgY
1125,"Jacksonville Beach, FL","RT @N3arell: y’all should really follow my example and pre-save Tsunami by @AsterAndIvy 
 i didn’t listen to it yet but i promise it’s good…"
1126,"Niedersachsen, Deutschland","RT @DebbyNessie: #SaveScorpion. Very impressive tsunami, maybe he's not so bad at throwing after all. He's da bomb."
1127,e-burg wa,"RT @TWERadio: ICYMI: This week in #history: Boston suffers a molasses tsunami, President Dwight D. Eisenhower bids the nation farewell, and…"
1128,United States,Omg! Why are there people like this? Where is the huge earthquake that will take out SF and LA? The tsunami that wi… https://t.co/Z830utoEA6
1129,"Boston, MA",Some of you have clearly never heard of the Great Boston Molasses Flood of 1919 and it shows
1130,Tension me,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1131,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1132,180620 |🏆🏆🏆🏆| she/her,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1133,Paris,"RT @mishtal: London 2018. I watch the whole argument. Jews were blamed for all the wars of the Middle East, including the Sunni/Shi'ite vio…"
1134,"New Delhi, India",RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
1135,San Francisco/Sacramento/Noida,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1136,🇸🇪,"This thread blows my mind!

https://t.co/WF9xxGCUzD"
1137,"Akure ÜT: 7.25339,5.22139",RT @john_danfulani: Ado Ekiti fulll Atikulated. This is a more than a movement. It's a Tsunami. https://t.co/FCFwENk51v
1138,Deutschland,"RT @DebbyNessie: #SaveScorpion. Very impressive tsunami, maybe he's not so bad at throwing after all. He's da bomb."
1139,"England, United Kingdom",RT @StevenLeeJobe: Listen! You hear that? It's the sound of the Apollo tsunami... https://t.co/Dqe0Xd6Ajl
1140,ariana grande bts nct,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
1141,Country,"RT @Samir_Madani: This thread blows my mind!

https://t.co/WF9xxGCUzD"
1142,"Dartmoor, Devon, UK",@mazymixer PureTrail Tsunami. North Devon SWCP. Stunning stretch of coast and a tough race. And I might be marshalling. 3rd weekend June
1143,British Columbia,"@CBCtanya LNG will cause the release of mathane gases which will poison our land, water and air. Even  worse the fr… https://t.co/nrt9Bves1j"
1144,170618,"English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Q… https://t.co/ah0IZZVByV"
1145,New Delhi,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1146,army monbebe nctzen universe ,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
1147,Panama,RT @EarthUncutTV: First off let’s start with coast of Rakata which faces Anak #Krakatau - this is one of camping spots where you could stay…
1148,Endou's pants,Tsunami-san is funny!
1149,०९ माह दक्षिण दिन श्री 🙏🚩ॐ,RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
1150, 𝕂𝕚𝕙𝕪𝕦𝕟 𝕝𝕠𝕧𝕖 𝕓𝕠𝕥,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1151,Taos,"From the prophetic message: Great Trials and a Tsunami Coming
Listen on https://t.co/4hAbA08yy5
Powerful said over… https://t.co/Znm0rKEl4q"
1152,"Tampa, FL","RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
1153,「 위너 ╳ 갓세븐 」,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1154,Tbz a.c.e unb mx khh,I hated this
1155,"Fairfield, CT",RT @katiezez: Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/KuvHdqqrLB
1156,"Tangerang, Indonesia","RT @EarthUncutTV: High res 4K drone footage of Anak #Krakatau #volcano after the devastating collapse, major eruption and #tsunami - you ca…"
1157,United States of America,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/CN46FFKVYw Sure… https://t.co/L7gYTAOxah
1158,"katwa, West Bengal","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1159,Brazil,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1160,United States of America,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/CN46FFKVYw You… https://t.co/TXfV7aFt3d
1161,British Columbia,"@GlobalBC @keithbaldrey @ellisbross LNG will cause the release of mathane gases which will poison our land, water a… https://t.co/cGtnAThOFs"
1162,"Gurgaon, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1163,United States,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1164,Poland,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1165,"Denver, CO",RT @deborah_berch: Omg! Why are there people like this? Where is the huge earthquake that will take out SF and LA? The tsunami that will ri…
1166,"Los Angeles, CA",My shits would be on tsunami it wouldn’t even be fair lol
1167,"Medford, Oregon","On January 15, 1919 (100 years ago tomorrow), the city of Boston stood transfixed as a tsunami of molten molasses p… https://t.co/CUaKYnqdaK"
1168,Maynooth via Knocklyon,"@IzzyKamikaze @Annacreegan And now we move on to proof. You can’t simply just assert Granny’s in Glasnevin, oh no.… https://t.co/eWezXrGdpd"
1169,United States,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
1170,"Orlando, Boriken","I just had to work with a Haitian officer, and when I tell you I got wet when he started speaking creole! 

FLOODED… https://t.co/ySFAV5QgCI"
1171,"मुंबई, भारत","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1172,Trinidad and Tobago,"RT @PresaPuente: @RacMoses Project to protect from Sea Level Rise, Hurricanes and Tsunami in the Caribbean and Florida
https://t.co/WeejQUb…"
1173,United States,"RT @Lynne_Jean: Read my own experience of surviving a deadly #cyclone #hurricane #tsunami #althea
https://t.co/F7HDTBdG1d
On Amazon or DM f…"
1174,😴🔫,"RT @AsterAndIvy: Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link: https://t.co/bhLJiVjVR5…"
1175,India,Can you please tell us who are the beneficiary who own viper island ..n likes of it ... Pvt industrialists gifted i… https://t.co/hW7AtVm9TX
1176,Chennai,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1177,Worldwide,@BlogGuero I’m gonna guess (unscientifically) there isn’t enough fissile material on the planet to make a bomb big… https://t.co/Kaz2tkeHAy
1178,British Columbia,"@keithbaldrey LNG will cause the release of mathane gases which will poison our land, water and air. Even  worse th… https://t.co/DuMmv2VCtn"
1179,"Sad Town, Miserable ","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1180,"Nashville, TN","It might seem that #civility has been lost in politics and significantly eroded in both public and private life, bu… https://t.co/47m3cLcGpc"
1181,Sunshine Coast,RT @EarthUncutTV: Digging through some “before” photos of island of Rakata near Anak #Krakatau shot in August 2018 and comparing to now. Th…
1182,cyberspace,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/XJcDE8o7sw
1183,United States,@GOPChairwoman @NevadaJack2 @realDonaldTrump They are too busy partying. Pray for tsunami to hit
1184,"Medford, OR","RT @KDRV: On January 15, 1919 (100 years ago tomorrow), the city of Boston stood transfixed as a tsunami of molten molasses poured through…"
1185,sa Pus0 nG GoT7 💚,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1186,#YouDidWellJonghyun 💙,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1187,Antártica Chilena,"RT @sharkloona: English pronunciation classes:

Tsunami - The T is silent.

Honest - The H is silent.

Island - The S is silent.

Queue - u…"
1188,1/22/17 • 3/24/17 • 7/11/18,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1189,"Durham, NC","RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
1190,in their dms,"RT @AsterAndIvy: Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link: https://t.co/bhLJiVjVR5…"
1191,British Columbia,"@keithbaldrey @BillTieleman @jjhorgan LNG will cause the release of mathane gases which will poison our land, water… https://t.co/YwzC98bIIV"
1192,British Columbia,"@Cheyom1 @steeletalk LNG will cause the release of mathane gases which will poison our land, water and air. Even  w… https://t.co/FThvPBBi8x"
1193,"Ashbourne, IE + London, UK","RT @Dailigh: @IzzyKamikaze @Annacreegan And now we move on to proof. You can’t simply just assert Granny’s in Glasnevin, oh no. Officials w…"
1194,Ecuador,"RT @ReAl_Malick: 💚Dear Friends💚

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me
🙋‍♂️MY follow back💯

💚Comment IF…"
1195,ult bts and wjsn,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
1196,"Hatfield, Hertfordshire ","@bewareofthedeer @AceyWoofer Though my city was just hit by a tsunami, and is now completely underwater..."
1197,got7's galaxy ,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1198,"San Fancisco, CA",Rare ‘tsunami fish’ spotted off California coast https://t.co/VHpDJitKqg
1199,"Los Angeles, CA",@tedlieu @mama2fluffs @realDonaldTrump And here comes the Blue Tsunami for 2020!!
1200,holding hands with kunpimook💑,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1201,In The Ether FB rose.zolock.9,"RT @Lynne_Jean: Read my own experience of surviving a deadly #cyclone #hurricane #tsunami #althea
https://t.co/F7HDTBdG1d
On Amazon or DM f…"
1202,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1203,🌏🌚☉🌟☄,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1204,"California, USA",RT @Aryn_Mosley: Living in Alabama as a strong Veteran that is an outspoken liberal is for sure the best way to resist!! We need a blue tsu…
1205,Estádio do Dragão,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1206,"Porto, Portugal","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
1207,"Latur, Maharashtra","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
1208,"Abuja, Nigeria",RT @john_danfulani: Ado Ekiti fulll Atikulated. This is a more than a movement. It's a Tsunami. https://t.co/FCFwENk51v
1209,"Richmond, VA","I am not moving, I am not scared
I am not scared, I am not wearing swimwear
I am standing on the beach waiting for… https://t.co/Df1gIE6gFa"
1210,"Johnston, RI","Seeing the Fyre Festival doc thing makes me wonder why there isn't a more comprehensive list of dueling films, ala… https://t.co/PicGdQl4TK"
